OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
502,15,7/1/2022 0:40,GPS,Glauco Antonio Puig-Santana,7/1/2022 0:40,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",South OV,W ,F,0,M,RQ26,,,,,,0,Swimming in shallow water. ,Y,gpuig_santana@nps.gov_nps,7/1/2022 0:41,gpuig_santana@nps.gov_nps,7/1/2022 0:41,,,N,508a761f-fcad-4132-99a1-ccbab50b858e,-156.9815914,21.20041552
503,15,7/1/2022 1:02,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:02,PAPALOA,,A,F,1,M,RI25,,,,,,0,RI25 and PM7. Sleeping along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:03,gpuig_santana@nps.gov_nps,7/1/2022 1:03,,,Y,a65a9ccf-feee-46b3-b651-52c42cad9201,-156.9823416,21.1980168
504,15,7/1/2022 1:02,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:02,PAPALOA,,P,M,1,M,,PM7,,,,,0,RI25 and PM7. Sleeping along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:04,gpuig_santana@nps.gov_nps,7/1/2022 1:04,,,Y,73db5c63-8d01-45d0-9b36-d8757ac5d9c5,-156.9823429,21.19801479
505,15,7/1/2022 1:12,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:12,PAPALOA,Mid Papaloa,A,F,0,M,RA10,,,,,,1,RA10 and PM8. Resting along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:13,gpuig_santana@nps.gov_nps,7/1/2022 1:13,,,Y,5d2dc55e-82e9-4ca5-ac91-67b73b9dfe2d,-156.9828336,21.19781682
506,15,7/1/2022 1:12,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:12,PAPALOA,Mid Papaloa,P,U,0,M,,PM8,,,,,1,RA10 and PM8. Resting along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:14,gpuig_santana@nps.gov_nps,7/1/2022 1:14,,,Y,2111dc49-218e-4145-a5ea-2d43895f2f0e,-156.9828288,21.19781601
507,15,7/1/2022 1:26,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:26,PAPALOA,,A,F,0,M,RT22,,,,,,0,RT22 and PM9. Swimming in pool.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:27,gpuig_santana@nps.gov_nps,7/1/2022 1:27,,,Y,5c0af2a5-998c-4a3f-a422-5937c0002f33,-156.9830681,21.19672788
508,15,7/1/2022 1:26,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:26,PAPALOA,,W ,U,0,M,,PM9,,,,,0,RT22 and PM9. Swimming in pool.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:28,gpuig_santana@nps.gov_nps,7/1/2022 1:28,,,Y,cb59c704-6448-4dfc-9d14-2509633d7fa5,-156.9830681,21.19672788
509,15,7/1/2022 1:30,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:30,PAPALOA,,A,F,1,M,RN12,,,,,,0,RN12 and PM3. Resting along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:32,gpuig_santana@nps.gov_nps,7/1/2022 1:32,,,Y,fb39f2d4-7ff5-4c42-b4c9-6379bf489c93,-156.9829385,21.1966651
510,15,7/1/2022 1:30,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:30,PAPALOA,,P,M,1,M,,PM3,,,,,0,RN12 and PM3. Resting along shoreline.,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:33,gpuig_santana@nps.gov_nps,7/1/2022 1:33,,,Y,5013f2c3-6169-48e1-810a-51b076dd73c2,-156.9829385,21.1966651
511,15,7/1/2022 1:58,GPS,Glauco Antonio Puig-Santana,7/1/2022 1:58,PAPALOA,,W ,,1,M,,PM4,,,,,0,Seems like PM4 but need to confirm since it seems male. ,Y,gpuig_santana@nps.gov_nps,7/1/2022 1:59,gpuig_santana@nps.gov_nps,7/5/2022 21:38,,,N,e0d744f5-c9d9-4e10-b37d-be0f30e06d27,-156.9831673,21.19503444
512,15,7/5/2022 18:49,GPS,Glauco Antonio Puig-Santana,7/5/2022 18:49,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Sandy Shore,S,F,1,M,RK76,,K76,L,R,,0,RK76 sleeping on sandy shore. No right tag observed. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 18:51,gpuig_santana@nps.gov_nps,7/5/2022 21:41,,,N,56e7c7e1-a9a2-4a18-b605-3cb0b5b0dc81,-156.9848675,21.19150305
513,15,7/5/2022 19:15,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:15,PAPALOA,South Papaloa. ,A,F,1,M,RN18,,,,,,0,"RN18 and PM11 resting along shore, pup first observed on 07/03/2022. ",Y,gpuig_santana@nps.gov_nps,7/5/2022 19:17,gpuig_santana@nps.gov_nps,7/5/2022 21:42,,,Y,da5bfe73-62ab-43c9-aad9-bc7a135a6ee3,-156.9838763,21.1923513
514,15,7/5/2022 19:15,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:15,PAPALOA,South Papaloa. ,P,U,1,M,,PM11,,,,,0,"RN18 and PM11 resting along shore, pup first observed on 07/03/2022. ",Y,gpuig_santana@nps.gov_nps,7/5/2022 19:18,gpuig_santana@nps.gov_nps,7/5/2022 21:42,,,Y,eb7b5bfc-3ec1-4c46-8f7e-9c0d4b97d0ce,-156.9838715,21.19235058
515,15,7/5/2022 19:19,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:19,PAPALOA,South Papaloa. ,W ,F,1,M,,PM2,,,,,0,PM2 was swimming in shallow water and proceeded to come onshore. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:20,gpuig_santana@nps.gov_nps,7/5/2022 19:20,,,N,f0cd629d-46ca-400a-8d44-1b252bd85ce4,-156.9836707,21.19259479
516,15,7/5/2022 19:22,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:23,PAPALOA,South Papaloa. ,W ,M,1,M,,PM4,,,,,0,PM4 sleeping along shoreline. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:23,gpuig_santana@nps.gov_nps,7/5/2022 19:23,21.19292167,-156.9835733,N,b2cf34cd-e165-4bf2-a77a-bbea5fdbc2bf,-156.9835589,21.19291825
517,15,7/5/2022 19:33,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:33,PAPALOA,Mid Papaloa ,A,F,0,M,RL04,,,,,,2,"RL04 and PM6. Swimming in shallow water, head and cheek scar observed. ",Y,gpuig_santana@nps.gov_nps,7/5/2022 19:35,gpuig_santana@nps.gov_nps,7/5/2022 19:35,,,Y,01ebed5a-47fe-4a16-91e2-f569fe298da8,-156.9830717,21.19627705
518,15,7/5/2022 19:33,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:33,PAPALOA,Mid Papaloa ,P,M,0,M,,PM6,,,,,2,"RL04 and PM6. Swimming in shallow water, head and cheek scar observed. ",Y,gpuig_santana@nps.gov_nps,7/5/2022 19:36,gpuig_santana@nps.gov_nps,7/5/2022 19:36,,,Y,a1e406d7-655c-4674-84d4-6f20751e71d1,-156.9830714,21.19627732
519,15,7/5/2022 19:38,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:38,PAPALOA,Mid Papaloa,A,F,0,M,RA10,,,,,,1,RA10 and PM8. Resting in shallow pool.,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:40,gpuig_santana@nps.gov_nps,7/5/2022 19:40,21.19654333,-156.9830633,Y,0e8ff2f3-9288-4c16-b5a7-c7024df6fb92,-156.9830489,21.19653991
520,15,7/5/2022 19:38,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:38,PAPALOA,Mid Papaloa,P,,0,M,,PM8,,,,,1,RA10 and PM8. Resting in shallow pool.,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:41,gpuig_santana@nps.gov_nps,7/5/2022 19:41,,,Y,56212f7c-0c9f-4687-99ad-26de5ba21972,-156.9829658,21.19656201
521,15,7/5/2022 19:38,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:38,PAPALOA,Mid Papaloa,P,,0,M,,PM8,,,,,1,RA10 and PM8. Resting in shallow pool.,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:48,gpuig_santana@nps.gov_nps,7/5/2022 19:48,21.196765,-156.9829733,Y,d754efb4-00c1-47d6-a52e-e454f17d70bf,-156.9829589,21.19676158
522,15,7/5/2022 19:49,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:49,PAPALOA,Mid Papaloa ,A,F,1,M,RT22,,,,,,0,RT22 and PM9. Sleeping on rocky outcrop.,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:50,gpuig_santana@nps.gov_nps,7/5/2022 21:47,,,Y,e3eb2ac9-7a0f-497c-8ce8-7abdec42f399,-156.9832229,21.19693864
523,15,7/5/2022 19:49,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:49,PAPALOA,Mid Papaloa ,P,,1,M,,PM9,,,,,0,RT22 and PM9. Sleeping on rocky outcrop.Ventral shot taken maybe female. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:50,gpuig_santana@nps.gov_nps,7/5/2022 21:47,,,Y,f2e1a529-8494-4875-b1e3-0faeb12fb942,-156.9832199,21.19693936
524,15,7/5/2022 19:52,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:52,PAPALOA,Mid Papaloa. ,A,F,1,P,RA32,,,,,,0,RA32 need to confirm ID. Pregnant. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 19:53,gpuig_santana@nps.gov_nps,7/5/2022 19:53,21.196725,-156.9829967,N,b0fcf90f-421f-44cc-9272-62935f9eed23,-156.9829822,21.19672158
525,15,7/5/2022 19:57,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:57,PAPALOA,Mid Papaloa.,A,F,1,T,RI25,,,,,,0,RI25 and PM7 or maybe PM5. Eye scar present on mother. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 20:00,gpuig_santana@nps.gov_nps,7/5/2022 20:00,21.19791167,-156.9830833,Y,3cafa18c-6b2a-492d-8719-c334da49e6e7,-156.9830689,21.19790825
526,15,7/5/2022 19:57,GPS,Glauco Antonio Puig-Santana,7/5/2022 19:57,PAPALOA,Mid Papaloa.,P,,1,M,,PM7,,,,,0,RI25 and PM7 or maybe PM5. Eye scar present on mother. ,Y,gpuig_santana@nps.gov_nps,7/5/2022 20:00,gpuig_santana@nps.gov_nps,7/5/2022 21:50,,,Y,65beeb8d-a89d-4c8d-9dfa-43659b6c9c9b,-156.9830685,21.19790768
527,15,7/5/2022 20:18,GPS,Glauco Antonio Puig-Santana,7/5/2022 20:18,PAPALOA,North Papaloa ,W ,M,0,M,,PM3,,,,,0,"PM3 . Swimming in shallow water, faint 3 still visible. First time observed weaned. ",Y,gpuig_santana@nps.gov_nps,7/5/2022 20:19,gpuig_santana@nps.gov_nps,7/5/2022 20:19,,,N,58aa0c55-061b-40f8-af6b-a530ebd3eae1,-156.9815355,21.19901443
528,15,7/11/2022 18:04,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:04,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",High on the beach near the center large ironwood. ,A,F,1,M,RK76,,K76,L,R,,0,RK76. Sleeping under ironwood. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 18:06,gpuig_santana@nps.gov_nps,7/12/2022 3:08,,,N,ddb5f49d-5952-4686-8b81-506a7959233a,-156.9847819,21.19148386
529,15,7/11/2022 18:17,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:17,PAPALOA,South Papaloa ,W ,F,0,M,RQ26,,,,,,0,"RQ26 and Untagged Male, swimming in shallow water. Could be PM6. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:19,gpuig_santana@nps.gov_nps,7/11/2022 18:19,,,N,09bc0232-7086-4210-8a50-bf74aba9f735,-156.9836959,21.19259881
530,15,7/11/2022 18:17,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:17,PAPALOA,South Papaloa ,W ,M,0,M,,,,,,,0,"RQ26 and Untagged Male, swimming in shallow water. Could be PM6. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:20,gpuig_santana@nps.gov_nps,7/11/2022 18:20,,,N,ddb3d0f4-1c4c-4c93-b64d-04d99a7cfba9,-156.9836939,21.19259741
531,15,7/11/2022 18:22,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:22,PAPALOA,South Papaloa.,A,F,0,M,RN18,,,,,,0,"RN18 and PM11, swimming along shoreline. Both vocalizing seems like they might come on shore soon. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:24,gpuig_santana@nps.gov_nps,7/11/2022 18:24,,,Y,9ee98a10-8d28-4256-ad42-01e7f6c08a85,-156.9835761,21.19305465
532,15,7/11/2022 18:22,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:22,PAPALOA,South Papaloa.,P,,0,M,,PM11,,,,,0,"RN18 and PM11, swimming along shoreline. Both vocalizing seems like they might come on shore soon. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:25,gpuig_santana@nps.gov_nps,7/11/2022 18:25,,,Y,0aac8276-d84e-4df7-9f55-3ada4fed9cbc,-156.9835773,21.19305418
533,15,7/11/2022 18:31,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:32,PAPALOA,South Papaloa ,A,F,1,M,RT22,,,,,,0,RT22 and PM9. Resting along shoreline. Pup seems like a female. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 18:33,gpuig_santana@nps.gov_nps,7/11/2022 18:33,,,Y,61f7054e-af9a-45fd-a82b-be053a509563,-156.9829894,21.19538691
534,15,7/11/2022 18:31,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:32,PAPALOA,South Papaloa ,P,F,1,M,,PM9,,,,,0,RT22 and PM9. Resting along shoreline. Pup seems like a female. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 18:33,gpuig_santana@nps.gov_nps,7/11/2022 18:33,,,Y,87692ea9-cb32-4217-be42-43e4591450ab,-156.9829876,21.19538563
535,15,7/11/2022 18:38,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:38,PAPALOA,Mid Papaloa.,A,F,1,M,RA10,,,,R,,,"RA10 and PM8. Resting in shallow pool. Pup is female. Bleach mark """"8"""" on left posterior. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:40,gpuig_santana@nps.gov_nps,7/11/2022 18:40,,,Y,0b91b366-8bf5-4aa2-8f31-b4bfef61b42f,-156.9829837,21.19640766
536,15,7/11/2022 18:38,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:38,PAPALOA,Mid Papaloa.,P,F,1,M,,PM8,,,R,,,"RA10 and PM8. Resting in shallow pool. Pup is female. Bleach mark """"8"""" on left posterior. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:40,gpuig_santana@nps.gov_nps,7/11/2022 18:40,,,Y,5fddca8d-344e-4f7f-b34a-143802615044,-156.98298,21.19640693
537,15,7/11/2022 18:43,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:43,PAPALOA,Mid Papaloa ,A,F,0,M,RA32,,,,,,0,RA32 and PM12. Resting along shoreline. Did not observe pup nursing. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 18:44,gpuig_santana@nps.gov_nps,7/11/2022 18:44,,,Y,5e6e2ac9-72b2-46ac-9af2-fc94fdff517b,-156.9830415,21.1964997
538,15,7/11/2022 18:43,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:43,PAPALOA,Mid Papaloa ,P,F,0,M,,PM12,,,,,0,RA32 and PM12. Resting along shoreline. Did not observe pup nursing. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 18:44,gpuig_santana@nps.gov_nps,7/11/2022 18:44,,,Y,8189274a-0268-428c-8776-6610d52ae9a1,-156.9830402,21.19650124
539,15,7/11/2022 18:54,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:54,PAPALOA,Mid Papaloa ,A,F,0,T,RI25,,,,,,0,"RI25 and PM7. Left eye scar on mom. Pup seems to have a small natural bleach mark on left side mid body close to ankles, ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:56,gpuig_santana@nps.gov_nps,7/11/2022 18:56,,,Y,2eb2bd01-3ea1-4b9c-b660-e2772f8b44b8,-156.9826367,21.19786615
540,15,7/11/2022 18:54,GPS,Glauco Antonio Puig-Santana,7/11/2022 18:54,PAPALOA,Mid Papaloa ,P,M,0,M,,PM7,,,,,0,"RI25 and PM7. Left eye scar on mom. Pup seems to have a small natural bleach mark on left side mid body close to ankles, ",Y,gpuig_santana@nps.gov_nps,7/11/2022 18:56,gpuig_santana@nps.gov_nps,7/11/2022 18:56,,,Y,fb728d12-30f9-487b-8311-2a7655e68a4f,-156.9826367,21.19786615
541,15,7/11/2022 19:02,GPS,Glauco Antonio Puig-Santana,7/11/2022 19:02,PAPALOA,North Papaloa ,W ,M,1,M,RQ82,PM3,,,,,0,PM3. Sleeping on rocky outcrop. ,Y,gpuig_santana@nps.gov_nps,7/11/2022 19:03,gpuig_santana@nps.gov_nps,7/12/2022 3:18,,,N,a01db423-f511-4552-910a-9e060a94646b,-156.9819801,21.19891287
542,15,7/11/2022 19:02,GPS,Glauco Antonio Puig-Santana,7/11/2022 19:02,PAPALOA,North Papaloa ,W ,M,1,M,RQ70,PM5,,,,,0,"PM5. Swimming in shallow water, playing with what appears to be a rock. ",Y,gpuig_santana@nps.gov_nps,7/11/2022 19:05,gpuig_santana@nps.gov_nps,7/12/2022 3:18,,,N,ba792e2b-b9d1-4726-89e4-1538ab0417b8,-156.9820097,21.19898851
543,15,7/11/2022 19:33,GPS,Glauco Antonio Puig-Santana,7/11/2022 19:33,ILIOPII,Mid Illio Pii,A,M,1,M,,,,,,,0,Unknown adult male. Possibly RF42. Right mid body cookie cutter scar and scars along right cheek. Sleeping high on beach.,Y,gpuig_santana@nps.gov_nps,7/11/2022 19:37,gpuig_santana@nps.gov_nps,7/11/2022 19:37,,,N,0eb1959e-4b31-4f6e-93d2-4b9abb6b98fe,-156.9793934,21.20302813
544,15,7/14/2022 17:55,GPS,Glauco Antonio Puig-Santana,7/14/2022 17:55,ILIOPII,,A,M,0,M,R320,,,,,,,Old cookie cutter scar on right mid dorsal,Y,gpuig_santana@nps.gov_nps,7/14/2022 17:57,gpuig_santana@nps.gov_nps,7/14/2022 17:57,,,N,8419e35e-245f-48aa-a862-d6cd64c8eb21,-156.9799454,21.20233598
545,15,7/14/2022 18:09,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:09,PAPALOA,,,,1,M,RQ70,,,,,,,Resting in water,,gpuig_santana@nps.gov_nps,7/14/2022 18:11,gpuig_santana@nps.gov_nps,7/14/2022 21:30,,,,dd48f8d2-7a32-4b60-8350-0fe2336a837b,-156.9827026,21.1978461
546,15,7/14/2022 18:11,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:11,ILIOPII,,,,0,,,PM7,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:11,gpuig_santana@nps.gov_nps,7/14/2022 18:11,,,,d31a6a24-abba-4267-b2d2-67a460b13789,-156.9826891,21.19789483
547,15,7/14/2022 18:14,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:14,PAPALOA,,,,0,,,L03,,,R,,,,,gpuig_santana@nps.gov_nps,7/14/2022 18:19,gpuig_santana@nps.gov_nps,7/14/2022 18:19,,,,3f0763bf-0da8-4d0b-a992-8647be552dad,-156.9824997,21.19842838
548,15,7/14/2022 18:22,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:22,PAPALOA,,A,F,1,,A10,,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:23,gpuig_santana@nps.gov_nps,7/14/2022 18:23,,,Y,3e2d46e5-604d-482e-b290-98ab1a9ff92d,-156.9829002,21.19746023
549,15,7/14/2022 18:23,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:23,PAPALOA,,P,,1,,,PM8,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:24,gpuig_santana@nps.gov_nps,7/14/2022 18:24,,,Y,86aadc7c-f1f2-4a1e-ac9d-a4a26bfb09a2,-156.9829008,21.19744976
550,15,7/14/2022 18:25,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:26,PAPALOA,Resting in water ,,M,1,,,PM4 or 6,,,,,,"Based on location likely PM6, cannot confirm ",Y,gpuig_santana@nps.gov_nps,7/14/2022 18:26,gpuig_santana@nps.gov_nps,7/14/2022 18:26,21.1973,-156.9828683,,6aad47c5-699d-4618-8476-fcfd0ebc1eaa,-156.9828539,21.19729658
551,15,7/14/2022 18:37,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:37,PAPALOA,,A,F,1,F,A32,,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:38,gpuig_santana@nps.gov_nps,7/14/2022 18:38,,,Y,aaa1781b-d387-4dd0-bdb9-cdad9fecb380,-156.9829298,21.19635033
552,15,7/14/2022 18:37,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:37,PAPALOA,,P,,1,,,PM12,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:39,gpuig_santana@nps.gov_nps,7/14/2022 18:39,,,Y,9af77ac4-65b3-45fb-a19f-f61452d2a0b0,-156.9829396,21.1963589
553,15,7/14/2022 18:52,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:53,PAPALOA,,W ,,0,,Q26,PM1 ,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:53,gpuig_santana@nps.gov_nps,7/14/2022 18:53,,,,884a2805-855d-4628-a679-b509395faf82,-156.9837498,21.19267792
554,15,7/14/2022 18:52,GPS,Glauco Antonio Puig-Santana,7/14/2022 18:53,PAPALOA,,W ,,0,,RQ98,,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 18:54,gpuig_santana@nps.gov_nps,7/14/2022 18:54,,,,24bed0af-570f-4c5f-b8b5-3dbcc88f67e7,-156.9837448,21.1926889
555,15,7/14/2022 19:04,GPS,Glauco Antonio Puig-Santana,7/14/2022 19:04,PAPALOA,,A,F,0,,RN18,,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 19:05,gpuig_santana@nps.gov_nps,7/14/2022 19:05,,,Y,0e332f16-2be3-47eb-954b-e877298b11ce,-156.983521,21.19317489
556,15,7/14/2022 19:05,GPS,Glauco Antonio Puig-Santana,7/14/2022 19:05,PAPALOA,,P,,0,,,PM11,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 19:06,gpuig_santana@nps.gov_nps,7/14/2022 19:06,,,Y,d8fb66db-0bb8-4839-ab7f-b0658b08f57a,-156.9835163,21.19318148
557,15,7/14/2022 19:12,GPS,Glauco Antonio Puig-Santana,7/14/2022 19:12,PAPALOA,,A,F,1,F,T22,,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 19:13,gpuig_santana@nps.gov_nps,7/14/2022 19:13,,,Y,b14ec59e-a7d0-4d28-b398-440cadefef45,-156.9833496,21.19448958
558,15,7/14/2022 19:12,GPS,Glauco Antonio Puig-Santana,7/14/2022 19:12,PAPALOA,,P,,1,,,PM9,,,,,,,Y,gpuig_santana@nps.gov_nps,7/14/2022 19:14,gpuig_santana@nps.gov_nps,7/14/2022 19:15,,,Y,baeffc61-bd7d-4a69-a832-d4a1f2f8eb1c,-156.9833567,21.19449241
559,15,7/14/2022 19:22,GPS,Glauco Antonio Puig-Santana,7/14/2022 19:22,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,A,F,1,,RK76,,,,,,1,"New cut around left flipper, just defecated, frequently found restingf at this site",Y,gpuig_santana@nps.gov_nps,7/14/2022 19:25,gpuig_santana@nps.gov_nps,7/14/2022 19:25,,,,daf4e237-d02d-4101-a266-d21035959b79,-156.9848047,21.19149216
560,15,7/18/2022 21:01,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:01,PAPALOA,Mid Papaloa ,W ,M,1,M,RQ42,L7,,,,,0,PM7. Resting along rocks. Bleached L7 mid dorsal and right ankle (Underline).,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:04,gpuig_santana@nps.gov_nps,7/18/2022 23:43,,,N,91ce19f5-9750-43a4-bab4-73162a341abf,-156.9829117,21.19767317
561,15,7/18/2022 21:04,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:04,PAPALOA,Mid Papaloa ,A,F,1,M,RA10,,,,,,0,RA10 and PM8. Resting and nursing along shoreline. ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:05,gpuig_santana@nps.gov_nps,7/18/2022 21:05,,,Y,819ff62c-bfd4-49a0-b7ef-413682c7bbfb,-156.9829267,21.19756042
562,15,7/18/2022 21:04,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:04,PAPALOA,Mid Papaloa ,P,F,1,M,,PM8,,,,,0,RA10 and PM8. Resting and nursing along shoreline. ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:06,gpuig_santana@nps.gov_nps,7/18/2022 21:06,,,Y,f6f2a4b3-553a-4e2c-97bc-c1bc2a46cba3,-156.9829267,21.19756042
563,15,7/18/2022 21:11,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:11,PAPALOA,Mid Papalo,W ,M,0,M,RQ82,L3,,,,,0,L3. Resting along shoreline.,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:13,gpuig_santana@nps.gov_nps,7/18/2022 23:45,,,N,326612ef-a408-40c1-b1ec-de355eca2ada,-156.9831691,21.19689965
564,15,7/18/2022 21:13,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:14,PAPALOA,Mid Papaloa,A,F,1,M,RA32,,,,,,0,RA32 and PM12. Resting and nursing along shoreline.,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:15,gpuig_santana@nps.gov_nps,7/18/2022 21:15,,,Y,b0154167-6ae1-4bfb-8f41-d8bf9bef5350,-156.9830466,21.19679527
565,15,7/18/2022 21:13,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:14,PAPALOA,Mid Papaloa,P,F,1,M,,PM12,,,,,0,RA32 and PM12. Resting and nursing along shoreline.,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:16,gpuig_santana@nps.gov_nps,7/18/2022 21:16,,,Y,815f0787-7a7a-4fe0-99c5-540b6b715176,-156.9830466,21.19679527
566,15,7/18/2022 21:29,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:29,PAPALOA,South Papaloa,W ,F,0,M,,PM2,,,,,0,PM2 resting along shoreline ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:30,gpuig_santana@nps.gov_nps,7/18/2022 21:30,,,N,2c933558-ecba-4218-be1d-9cc6b1f5a10d,-156.9839611,21.19227553
567,15,7/18/2022 21:31,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:31,PAPALOA,South Papaloa,A,F,0,M,RN18,,,,,,0,RN18 and PM11. Resting along shoreline. ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:32,gpuig_santana@nps.gov_nps,7/18/2022 21:32,,,Y,1a5da091-cf12-4560-80ee-a5d6245b86cd,-156.9836661,21.19291889
